"dms_orig","dms_dest","sctg2","dms_mode","thousand tons in 2019","million dollars in 2019","million ton-miles in 2019","thousand tons in 2024","million dollars in 2024","million ton-miles in 2024","thousand tons in 2030","thousand tons in 2030_low","thousand tons in 2030_high","million dollars in 2030","million dollars in 2030_low","million dollars in 2030_high","million ton-miles in 2030"
"489-Rest of TX","393-Columbus OH","14-Metallic ores","1-Truck","0.015","0.0003","0.0178","0.0144","0.0003","0.0171","0.0101","0.01","0.0112","0.0002","0.0002","0.0002","0.012"
"489-Rest of TX","411-Portland OR-WA (OR Part)","14-Metallic ores","1-Truck","1.6092","4.5899","3.3387","1.5423","4.3991","3.1999","0.7481","0.7265","0.8074","2.1339","2.072","2.303","1.5522"
"489-Rest of TX","422-Pittsburgh PA-OH-WV (PA Part)","14-Metallic ores","1-Truck","0.1267","0.074","0.1731","0.1214","0.0709","0.1659","0.1034","0.1022","0.1151","0.0604","0.0597","0.0672","0.1412"
"489-Rest of TX","451-Charleston SC","14-Metallic ores","1-Truck","41.3734","6.4684","48.0939","39.6541","6.1996","46.0954","25.8306","25.7901","27.5757","4.0384","4.0321","4.3112","30.0264"
"489-Rest of TX","479-Rest of TN","14-Metallic ores","1-Truck","1.1977","0.0133","1.0175","1.1479","0.0127","0.9752","0.8542","0.8435","0.9325","0.0095","0.0094","0.0103","0.7257"
"489-Rest of TX","484-Dallas-Fort Worth TX-OK (TX Part)","14-Metallic ores","1-Truck","18.9987","27.0566","4.2216","18.2092","25.9322","4.0462","9.5225","8.5168","10.7025","13.5613","12.1291","15.2418","2.116"
"489-Rest of TX","485-El Paso TX-NM (TX Part)","14-Metallic ores","1-Truck","1.0702","0.124","0.5809","1.0257","0.1189","0.5568","0.6957","0.6379","0.7729","0.0806","0.0739","0.0896","0.3777"
"489-Rest of TX","486-Houston TX","14-Metallic ores","1-Truck","1.381","0.1126","0.3407","1.3236","0.1079","0.3266","0.599","0.5407","0.6707","0.0488","0.0441","0.0547","0.1478"
"489-Rest of TX","487-Laredo TX","14-Metallic ores","1-Truck","19.0431","3.999","5.6455","18.2518","3.8328","5.4109","10.854","10.4577","11.7637","2.2793","2.1961","2.4703","3.2178"
"489-Rest of TX","489-Rest of TX","14-Metallic ores","1-Truck","0","0.0001","0","0","0.0001","0","0","0","0","0.0001","0.0001","0.0001","0"
"489-Rest of TX","489-Rest of TX","15-Coal","1-Truck","20877.1769","757.5357","1978.3159","13443.5683","487.8046","1273.9091","17110.84","15158.6373","19373.8016","620.8729","550.0365","702.9852","1621.4188"
"489-Rest of TX","531-Seattle WA","14-Metallic ores","1-Truck","0.0042","0.0536","0.0091","0.0041","0.0514","0.0088","0.0022","0.0022","0.0024","0.0282","0.0274","0.0303","0.0048"
"489-Rest of TX","559-Rest of WI","14-Metallic ores","1-Truck","0.0048","0.0008","0.0058","0.0046","0.0008","0.0055","0.0023","0.0022","0.0025","0.0004","0.0004","0.0004","0.0027"
"491-Salt Lake City UT","041-Phoenix AZ","14-Metallic ores","1-Truck","2.5654","5.7536","1.7968","2.4588","5.5145","1.7221","3.0836","3.0023","3.4521","6.9157","6.7335","7.7421","2.1597"
"491-Salt Lake City UT","042-Tucson AZ","14-Metallic ores","1-Truck","0.0603","1.9968","0.0481","0.0578","1.9138","0.0461","0.0619","0.0605","0.0692","2.0478","2.0013","2.2903","0.0493"
"491-Salt Lake City UT","061-Los Angeles CA","14-Metallic ores","1-Truck","0.14","3.9464","0.0957","0.1342","3.7824","0.0917","0.2404","0.2352","0.2775","6.7752","6.6295","7.8233","0.1643"
"491-Salt Lake City UT","062-Sacramento CA","14-Metallic ores","1-Truck","6.8713","38.6773","4.5282","6.5858","37.0701","4.34","6.8428","6.6691","7.9831","38.5167","37.5391","44.935","4.5094"
"491-Salt Lake City UT","064-San Francisco CA","14-Metallic ores","1-Truck","0.7712","11.9191","0.5881","0.7391","11.4238","0.5637","1.1172","1.0973","1.3005","17.2677","16.9594","20.0992","0.852"
"491-Salt Lake City UT","069-Rest of CA","14-Metallic ores","1-Truck","0.0008","0.0118","0.0006","0.0008","0.0113","0.0006","0.0008","0.0008","0.001","0.0121","0.0118","0.0141","0.0006"
"491-Salt Lake City UT","081-Denver CO","14-Metallic ores","1-Truck","3.4565","23.3089","1.7969","3.3128","22.3402","1.7222","3.8249","3.5124","4.3883","25.7932","23.6861","29.5927","1.9884"
"491-Salt Lake City UT","131-Atlanta GA","14-Metallic ores","1-Truck","1.4641","5.6103","2.7626","1.4033","5.3771","2.6478","1.057","1.0464","1.166","4.0501","4.0096","4.4679","1.9944"
"491-Salt Lake City UT","183-Fort Wayne IN","14-Metallic ores","1-Truck","0.0598","1.8334","0.0933","0.0573","1.7572","0.0895","0.0705","0.07","0.0762","2.1628","2.1475","2.3377","0.1101"
"491-Salt Lake City UT","209-Rest of KS","14-Metallic ores","1-Truck","0.0696","2.1181","0.0635","0.0667","2.0301","0.0609","0.0384","0.0365","0.0438","1.1685","1.1106","1.3334","0.0351"
"491-Salt Lake City UT","212-Louisville KY-IN (KY Part)","14-Metallic ores","1-Truck","0.0077","0.7317","0.0125","0.0074","0.7013","0.0119","0.0059","0.0057","0.0065","0.5628","0.544","0.621","0.0096"
"491-Salt Lake City UT","230-Maine","14-Metallic ores","1-Truck","0","0.0075","0.0001","0","0.0072","0.0001","0.0001","0.0001","0.0001","0.0133","0.0132","0.0142","0.0002"
"491-Salt Lake City UT","251-Boston MA-RI-NH-CT (MA Part)","14-Metallic ores","1-Truck","0.002","0.0719","0.0048","0.0019","0.0689","0.0046","0.0023","0.0023","0.0024","0.0827","0.0819","0.0882","0.0055"
"491-Salt Lake City UT","261-Detroit MI","14-Metallic ores","1-Truck","0.2043","1.2944","0.3385","0.1958","1.2406","0.3245","0.3412","0.3375","0.3705","2.1621","2.1383","2.3475","0.5655"
"491-Salt Lake City UT","271-Minneapolis-St. Paul MN-WI (MN Part)","14-Metallic ores","1-Truck","0.2091","4.7765","0.2673","0.2004","4.578","0.2562","0.2523","0.2484","0.2746","5.7617","5.6722","6.2718","0.3225"
"491-Salt Lake City UT","279-Rest of MN","14-Metallic ores","1-Truck","0.0082","0.4163","0.0103","0.0078","0.399","0.0099","0.0143","0.0141","0.0155","0.7262","0.7182","0.7898","0.018"
"491-Salt Lake City UT","299-Rest of MO","14-Metallic ores","1-Truck","0.0064","0.2143","0.0079","0.0061","0.2054","0.0076","0.0081","0.008","0.0089","0.2736","0.2713","0.2996","0.0101"
"491-Salt Lake City UT","300-Montana","14-Metallic ores","1-Truck","0.0778","0.8202","0.0394","0.0745","0.7861","0.0378","0.1134","0.1109","0.131","1.1966","1.17","1.3823","0.0576"
"491-Salt Lake City UT","341-New York NY-NJ-CT-PA (NJ Part)","14-Metallic ores","1-Truck","0.0303","0.9341","0.0666","0.029","0.8953","0.0639","0.0308","0.0306","0.0334","0.9483","0.9438","1.0298","0.0677"
"491-Salt Lake City UT","342-Philadelphia PA-NJ-DE-MD (NJ Part)","14-Metallic ores","1-Truck","0.2219","1.0016","0.5094","0.2126","0.96","0.4883","0.1535","0.1524","0.167","0.6931","0.688","0.7539","0.3525"
"491-Salt Lake City UT","364-Rochester NY","14-Metallic ores","1-Truck","0.3607","0.7061","0.7418","0.3457","0.6767","0.711","0.3443","0.3406","0.3751","0.6741","0.6667","0.7342","0.7082"
"491-Salt Lake City UT","371-Charlotte NC-SC (NC Part)","14-Metallic ores","1-Truck","7.7265","37.9978","15.721","7.4054","36.4187","15.0677","12.5429","12.448","13.5938","61.684","61.2177","66.8525","25.5208"
"491-Salt Lake City UT","373-Raleigh-Durham NC","14-Metallic ores","1-Truck","0.0659","3.2807","0.1441","0.0631","3.1444","0.1381","0.0385","0.0383","0.0417","1.9181","1.9094","2.0774","0.0843"
"491-Salt Lake City UT","379-Rest of NC","14-Metallic ores","1-Truck","0.1386","4.2016","0.2924","0.1329","4.027","0.2803","0.1724","0.1714","0.1869","5.2267","5.195","5.6658","0.3637"
"491-Salt Lake City UT","392-Cleveland OH","14-Metallic ores","1-Truck","0.0086","0.0023","0.0155","0.0082","0.0022","0.0148","0.0134","0.0133","0.0148","0.0036","0.0035","0.0039","0.0241"
"491-Salt Lake City UT","393-Columbus OH","14-Metallic ores","1-Truck","0.0701","0.7594","0.1218","0.0671","0.7278","0.1167","0.096","0.0952","0.1067","1.0405","1.0322","1.1569","0.1669"
"491-Salt Lake City UT","399-Rest of OH","14-Metallic ores","1-Truck","0.2296","1.2587","0.3949","0.22","1.2064","0.3785","0.2006","0.1989","0.223","1.0999","1.0906","1.2227","0.3451"
"491-Salt Lake City UT","411-Portland OR-WA (OR Part)","14-Metallic ores","1-Truck","7.7267","22.8081","6.0788","7.4056","21.8603","5.8262","7.3278","7.1155","7.9185","21.6306","21.0039","23.3743","5.765"
"491-Salt Lake City UT","419-Rest of OR","14-Metallic ores","1-Truck","0.023","3.9791","0.0151","0.0221","3.8137","0.0145","0.0202","0.0196","0.0219","3.4879","3.3851","3.7749","0.0133"
"491-Salt Lake City UT","421-Philadelphia PA-NJ-DE-MD (PA Part)","14-Metallic ores","1-Truck","2.2101","2.263","4.864","2.1183","2.1689","4.6619","2.1145","2.09","2.348","2.1651","2.14","2.4042","4.6536"
"491-Salt Lake City UT","422-Pittsburgh PA-OH-WV (PA Part)","14-Metallic ores","1-Truck","0.0886","0.4579","0.1702","0.0849","0.4389","0.1631","0.1474","0.1457","0.1643","0.7622","0.7533","0.8495","0.2833"
"491-Salt Lake City UT","473-Knoxville TN","14-Metallic ores","1-Truck","0.0001","0.0156","0.0002","0.0001","0.015","0.0002","0.0001","0.0001","0.0001","0.0131","0.013","0.0144","0.0002"
"491-Salt Lake City UT","486-Houston TX","14-Metallic ores","1-Truck","1.0322","8.4158","1.6319","0.9893","8.0661","1.5641","0.9134","0.8244","1.0239","7.4471","6.7213","8.3482","1.4441"
"491-Salt Lake City UT","487-Laredo TX","14-Metallic ores","1-Truck","0.009","0.196","0.0136","0.0087","0.1879","0.0131","0.0105","0.0101","0.0114","0.2279","0.2196","0.2473","0.0158"
"491-Salt Lake City UT","489-Rest of TX","14-Metallic ores","1-Truck","0.7313","1.9526","0.9125","0.7009","1.8715","0.8746","1.0278","0.9114","1.1651","2.7444","2.4336","3.1111","1.2825"
"491-Salt Lake City UT","491-Salt Lake City UT","14-Metallic ores","1-Truck","3.0618","16.5245","0.1089","2.9346","15.8378","0.1044","2.9566","2.8727","3.356","15.957","15.504","18.1124","0.1052"
"491-Salt Lake City UT","499-Rest of UT","14-Metallic ores","1-Truck","0.0119","0.5139","0.0021","0.0114","0.4926","0.002","0.0153","0.0149","0.0176","0.6631","0.6442","0.7595","0.0027"
"491-Salt Lake City UT","499-Rest of UT","15-Coal","1-Truck","0.0337","0.0543","0.0048","0.0208","0.0335","0.0029","0.028","0.0272","0.0322","0.045","0.0437","0.0519","0.004"
"491-Salt Lake City UT","511-Richmond VA","14-Metallic ores","1-Truck","0.3574","3.6779","0.7718","0.3425","3.525","0.7398","0.2894","0.2865","0.3196","2.9786","2.9484","3.2888","0.6251"
"491-Salt Lake City UT","512-Virginia Beach-Norfolk VA-NC (VA Part)","14-Metallic ores","1-Truck","0.0005","0.0001","0.001","0.0004","0.0001","0.001","0.0005","0.0005","0.0006","0.0001","0.0001","0.0001","0.0011"
"491-Salt Lake City UT","531-Seattle WA","14-Metallic ores","1-Truck","3.344","13.5105","2.8641","3.2051","12.9491","2.7451","3.5834","3.4824","3.8661","14.4778","14.0697","15.6198","3.0692"
"491-Salt Lake City UT","532-Portland OR-WA (WA Part)","14-Metallic ores","1-Truck","0.016","3.2163","0.0125","0.0154","3.0827","0.012","0.0241","0.0233","0.0259","4.828","4.675","5.1953","0.0188"
"491-Salt Lake City UT","539-Rest of WA","14-Metallic ores","1-Truck","0.0508","0.7482","0.0387","0.0487","0.7171","0.0371","0.0404","0.0392","0.0434","0.5956","0.578","0.6398","0.0308"
"491-Salt Lake City UT","559-Rest of WI","14-Metallic ores","1-Truck","0.01","0.411","0.014","0.0096","0.3939","0.0134","0.0095","0.0094","0.0104","0.3923","0.3881","0.4266","0.0133"
"499-Rest of UT","061-Los Angeles CA","15-Coal","2-Rail","2063.6131","69.0276","1450.5643","1272.3506","42.56","894.3665","925.7588","903.8311","1091.1517","30.9665","30.233","36.4989","650.7386"
"499-Rest of UT","064-San Francisco CA","15-Coal","2-Rail","2874.8706","97.7833","2757.3622","1772.5432","60.2897","1700.0917","1469.0498","1441.1101","1736.2204","49.967","49.0166","59.0543","1409.0034"
"499-Rest of UT","069-Rest of CA","15-Coal","2-Rail","94.5283","2.6188","86.0211","58.2828","1.6147","53.0375","47.54","46.3798","55.9585","1.3171","1.2849","1.5503","43.2615"
"499-Rest of UT","160-Idaho","15-Coal","2-Rail","556.0726","19.1734","448.6972","342.8546","11.8217","276.6508","284.153","280.4812","311.144","9.7976","9.671","10.7283","229.2842"
"499-Rest of UT","292-St. Louis MO-IL (MO Part)","14-Metallic ores","1-Truck","5.2082","28.162","6.7341","4.9917","26.9917","6.4542","3.5113","3.4617","3.8874","18.9868","18.7184","21.0203","4.5401"
"499-Rest of UT","329-Rest of NV","15-Coal","1-Truck","3.511","0.5242","1.4647","2.1648","0.3232","0.9031","2.3869","2.3018","2.7057","0.3564","0.3437","0.4039","0.9958"
"499-Rest of UT","399-Rest of OH","14-Metallic ores","1-Truck","2.0042","92.1019","3.4767","1.921","88.2745","3.3322","1.2276","1.2173","1.3769","56.4147","55.9386","63.2723","2.1295"
"499-Rest of UT","491-Salt Lake City UT","15-Coal","1-Truck","3561.4461","106.3478","530.4593","2195.8613","65.5703","327.0624","1820.0093","1765.3825","2096.5874","54.347","52.7158","62.6059","271.0811"
"499-Rest of UT","499-Rest of UT","15-Coal","1-Truck","8189.2641","253.9176","572.5214","5049.2097","156.5566","352.9964","4296.7236","4173.4427","4965.8625","133.2249","129.4024","153.9723","300.3892"
"499-Rest of UT","499-Rest of UT","15-Coal","2-Rail","652.4628","22.9929","31.0963","402.2854","14.1766","19.1729","342.3326","332.5105","395.6449","12.0638","11.7177","13.9426","16.3156"
"513-Washington DC-VA-MD-WV (VA Part)","513-Washington DC-VA-MD-WV (VA Part)","14-Metallic ores","1-Truck","0.0033","0.6946","0.0001","0.0032","0.6658","0.0001","0.0055","0.0055","0.0059","1.15","1.1414","1.2307","0.0002"
"519-Rest of VA","011-Birmingham AL","15-Coal","1-Truck","4.205","1.4489","1.8822","3.1879","1.0985","1.4269","3.1594","3.1329","3.3669","1.0886","1.0795","1.1601","1.4142"
"519-Rest of VA","011-Birmingham AL","15-Coal","2-Rail","385.2662","23.0609","192.855","292.0778","17.4829","146.2071","289.4634","287.039","308.4791","17.3264","17.1813","18.4646","144.8984"
"519-Rest of VA","019-Rest of AL","15-Coal","1-Truck","3.8084","1.4258","1.9784","2.8872","1.0809","1.4998","3.3696","3.3418","3.589","1.2615","1.2511","1.3436","1.7504"
"519-Rest of VA","049-Rest of AZ","15-Coal","1-Truck","58.4557","24.2457","115.7893","44.3164","18.3811","87.7821","50.0599","49.1446","54.5877","20.7634","20.3837","22.6413","99.1589"
"519-Rest of VA","129-Rest of FL","15-Coal","1-Truck","2.084","1.3609","1.6518","1.5799","1.0317","1.2523","1.3114","1.291","1.3784","0.8563","0.843","0.9001","1.0395"
"519-Rest of VA","131-Atlanta GA","15-Coal","1-Truck","29.0236","10.8222","10.7578","22.0033","8.2045","8.1557","20.227","20.0247","21.718","7.5421","7.4667","8.0981","7.4973"
"519-Rest of VA","131-Atlanta GA","15-Coal","2-Rail","0.1177","0.0023","0.0541","0.0892","0.0017","0.041","0.082","0.0812","0.088","0.0016","0.0016","0.0017","0.0377"
"519-Rest of VA","132-Savannah GA","15-Coal","2-Rail","0.0175","0.0261","0.0102","0.0133","0.0198","0.0077","0.0082","0.0081","0.0088","0.0122","0.012","0.0131","0.0047"
"519-Rest of VA","139-Rest of GA","15-Coal","2-Rail","308.8353","22.1205","162.4783","234.134","16.7699","123.1779","235.8688","233.5101","252.9965","16.8942","16.7253","18.121","124.0906"
"519-Rest of VA","171-Chicago IL-IN-WI (IL Part)","15-Coal","1-Truck","0.0005","0.0001","0.0004","0.0004","0.0001","0.0003","0.0004","0.0004","0.0004","0.0001","0.0001","0.0001","0.0002"
"519-Rest of VA","172-St. Louis MO-IL (IL Part)","15-Coal","1-Truck","3.8213","2.593","2.3551","2.897","1.9658","1.7855","2.7084","2.6619","2.8987","1.8379","1.8063","1.967","1.6693"
"519-Rest of VA","172-St. Louis MO-IL (IL Part)","15-Coal","2-Rail","0.6693","0.5485","0.5224","0.5074","0.4158","0.396","0.4744","0.4662","0.5077","0.3888","0.3821","0.4161","0.3702"
"519-Rest of VA","179-Rest of IL","15-Coal","1-Truck","6.0778","3.0472","3.7487","4.6077","2.3101","2.842","4.944","4.8648","5.2913","2.4787","2.439","2.6528","3.0494"
"519-Rest of VA","181-Chicago IL-IN-WI (IN Part)","15-Coal","2-Rail","0.009","0.0017","0.006","0.0068","0.0013","0.0046","0.0066","0.0066","0.0071","0.0012","0.0012","0.0013","0.0044"
"519-Rest of VA","183-Fort Wayne IN","15-Coal","1-Truck","1.5135","0.0135","0.792","1.1474","0.0102","0.6004","0.64","0.6366","0.6804","0.0057","0.0057","0.0061","0.3349"
"519-Rest of VA","183-Fort Wayne IN","15-Coal","2-Rail","0.3193","0.0021","0.2035","0.2421","0.0016","0.1542","0.135","0.1343","0.1436","0.0009","0.0009","0.001","0.086"
"519-Rest of VA","189-Rest of IN","15-Coal","1-Truck","8.1903","2.7377","3.2956","6.2092","2.0755","2.4984","5.7037","5.6765","6.0639","1.9065","1.8975","2.0269","2.295"
"519-Rest of VA","190-Iowa","15-Coal","1-Truck","13.7337","7.787","12.2879","10.4118","5.9034","9.3157","10.9892","10.8793","11.5677","6.2308","6.1685","6.5588","9.8323"
"519-Rest of VA","219-Rest of KY","15-Coal","1-Truck","0.5528","0.0054","0.0852","0.4191","0.0041","0.0646","0.4476","0.432","0.4834","0.0043","0.0042","0.0047","0.069"
"519-Rest of VA","241-Baltimore MD","15-Coal","2-Rail","0.0314","0.0016","0.0128","0.0238","0.0012","0.0097","0.026","0.0258","0.0274","0.0013","0.0013","0.0014","0.0106"
"519-Rest of VA","249-Rest of MD","15-Coal","2-Rail","1043.9137","42.4376","432.5455","791.4112","32.1728","327.9211","573.8365","570.0712","605.732","23.3278","23.1748","24.6245","237.7691"
"519-Rest of VA","251-Boston MA-RI-NH-CT (MA Part)","15-Coal","1-Truck","9.0451","4.3057","6.5349","6.8572","3.2642","4.9542","4.381","4.3372","4.5441","2.0854","2.0646","2.1631","3.1652"
"519-Rest of VA","280-Mississippi","15-Coal","2-Rail","0.9388","0.2871","0.7551","0.7117","0.2176","0.5724","0.6748","0.6568","0.7266","0.2064","0.2008","0.2222","0.5428"
"519-Rest of VA","341-New York NY-NJ-CT-PA (NJ Part)","15-Coal","1-Truck","1.8193","0.5226","0.9649","1.3793","0.3962","0.7315","0.7829","0.779","0.8275","0.2249","0.2238","0.2377","0.4152"
"519-Rest of VA","364-Rochester NY","15-Coal","2-Rail","702.2407","26.7241","521.0432","532.3823","20.2601","395.013","327.359","323.7267","347.1552","12.4578","12.3196","13.2112","242.8913"
"519-Rest of VA","371-Charlotte NC-SC (NC Part)","15-Coal","1-Truck","1177.2305","115.2442","245.5367","892.4812","87.3689","186.1461","597.5456","593.1038","631.1581","58.4963","58.0615","61.7868","124.631"
"519-Rest of VA","373-Raleigh-Durham NC","15-Coal","1-Truck","48.3082","3.8768","10.0469","36.6234","2.9391","7.6167","30.6011","30.4572","32.2593","2.4558","2.4442","2.5888","6.3643"
"519-Rest of VA","373-Raleigh-Durham NC","15-Coal","2-Rail","0.0314","0.0259","0.01","0.0238","0.0196","0.0076","0.0199","0.0198","0.021","0.0164","0.0163","0.0173","0.0063"
"519-Rest of VA","379-Rest of NC","15-Coal","1-Truck","0.0636","0.0007","0.0135","0.0482","0.0006","0.0103","0.0275","0.0274","0.0291","0.0003","0.0003","0.0003","0.0059"
"519-Rest of VA","379-Rest of NC","15-Coal","2-Rail","36.1134","3.6129","11.7679","27.3782","2.739","8.9215","15.6261","15.5319","16.5007","1.5633","1.5539","1.6508","5.0919"
"519-Rest of VA","391-Cincinnati OH-KY-IN (OH Part)","15-Coal","2-Rail","0.5221","0.7769","0.2194","0.3958","0.589","0.1664","0.2936","0.2906","0.319","0.4368","0.4324","0.4746","0.1234"
"519-Rest of VA","392-Cleveland OH","15-Coal","1-Truck","8.6535","6.2121","3.3627","6.5604","4.7095","2.5493","5.8042","5.7495","6.3053","4.1667","4.1274","4.5264","2.2554"
"519-Rest of VA","399-Rest of OH","15-Coal","1-Truck","6.4296","3.1478","2.2243","4.8744","2.3864","1.6863","4.1879","4.1505","4.5518","2.0503","2.032","2.2285","1.4488"
"519-Rest of VA","409-Rest of OK","15-Coal","2-Rail","0.1332","0.0008","0.17","0.101","0.0006","0.1289","0.0925","0.09","0.101","0.0005","0.0005","0.0006","0.1181"
"519-Rest of VA","421-Philadelphia PA-NJ-DE-MD (PA Part)","15-Coal","1-Truck","0.5691","0.0039","0.2052","0.4314","0.003","0.1556","0.2813","0.2777","0.3066","0.002","0.0019","0.0021","0.1014"
"519-Rest of VA","422-Pittsburgh PA-OH-WV (PA Part)","14-Metallic ores","1-Truck","0.0001","0.0024","0","0","0.0023","0","0.0001","0.0001","0.0001","0.0037","0.0037","0.004","0"
"519-Rest of VA","422-Pittsburgh PA-OH-WV (PA Part)","15-Coal","1-Truck","3.4366","0.9504","1.2251","2.6053","0.7205","0.9288","2.0487","2.023","2.2349","0.5666","0.5595","0.618","0.7303"
"519-Rest of VA","422-Pittsburgh PA-OH-WV (PA Part)","15-Coal","2-Rail","0.1449","0.0645","0.0881","0.1099","0.0489","0.0668","0.0864","0.0853","0.0942","0.0385","0.038","0.042","0.0525"
"519-Rest of VA","429-Rest of PA","15-Coal","1-Truck","20.2042","10.1686","7.7764","15.3172","7.709","5.8954","9.8627","9.7372","10.7713","4.9638","4.9006","5.4211","3.796"
"519-Rest of VA","451-Charleston SC","15-Coal","2-Rail","392.3517","22.1286","202.7648","297.4494","16.7761","153.7199","253.4108","252.9948","263.6721","14.2924","14.2689","14.8711","130.961"
"519-Rest of VA","472-Nashville TN","15-Coal","1-Truck","0.0004","0.0005","0.0002","0.0003","0.0004","0.0001","0.0002","0.0002","0.0002","0.0002","0.0002","0.0003","0.0001"
"519-Rest of VA","479-Rest of TN","15-Coal","1-Truck","0.9632","0.5524","0.2267","0.7302","0.4188","0.1719","0.7235","0.714","0.7709","0.4149","0.4095","0.4421","0.1703"
"519-Rest of VA","479-Rest of TN","15-Coal","2-Rail","0.1391","0.0015","0.0557","0.1054","0.0012","0.0422","0.1045","0.1031","0.1113","0.0012","0.0011","0.0012","0.0418"
"519-Rest of VA","487-Laredo TX","15-Coal","1-Truck","3.1164","1.0911","4.6888","2.3626","0.8272","3.5547","1.4556","1.3009","1.5918","0.5096","0.4555","0.5573","2.1901"
"519-Rest of VA","489-Rest of TX","15-Coal","2-Rail","3.131","0.7537","4.129","2.3737","0.5714","3.1303","2.1704","1.9228","2.3948","0.5225","0.4629","0.5765","2.8623"
"519-Rest of VA","511-Richmond VA","15-Coal","2-Rail","0.7821","0.7445","0.209","0.5929","0.5644","0.1585","0.588","0.582","0.6319","0.5597","0.554","0.6015","0.1572"
"519-Rest of VA","512-Virginia Beach-Norfolk VA-NC (VA Part)","15-Coal","1-Truck","38.4521","23.253","12.8308","29.1513","17.6285","9.7273","24.0363","23.8323","25.8057","14.5354","14.412","15.6054","8.0205"
"519-Rest of VA","512-Virginia Beach-Norfolk VA-NC (VA Part)","15-Coal","2-Rail","1102.237","112.2623","434.4788","835.6272","85.1082","329.3868","689.0051","683.1571","739.7247","70.1748","69.5792","75.3406","271.5914"
"519-Rest of VA","519-Rest of VA","15-Coal","1-Truck","5568.3724","288.6571","197.5345","4221.4908","218.8365","149.7548","3038.4614","3009.5028","3267.0963","157.5098","156.0086","169.3619","107.7875"
"519-Rest of VA","540-West Virginia","15-Coal","2-Rail","1761.7662","66.4019","471.0066","1335.629","50.3405","357.0792","1132.9462","1114.6901","1250.9351","42.7013","42.0132","47.1484","302.8922"
"531-Seattle WA","531-Seattle WA","14-Metallic ores","1-Truck","0.0028","0.5664","0.0002","0.0027","0.5429","0.0002","0.0027","0.0026","0.0027","0.5353","0.5202","0.549","0.0002"
"532-Portland OR-WA (WA Part)","061-Los Angeles CA","14-Metallic ores","1-Truck","0.0003","0.0479","0.0003","0.0003","0.0459","0.0003","0.0005","0.0005","0.0005","0.0802","0.0785","0.0878","0.0005"
"532-Portland OR-WA (WA Part)","441-Boston MA-RI-NH-CT (RI Part)","14-Metallic ores","1-Truck","0","0.0001","0.0002","0","0.0001","0.0002","0","0","0","0.0001","0.0001","0.0001","0.0001"
"532-Portland OR-WA (WA Part)","452-Greenville SC","14-Metallic ores","1-Truck","0.0001","0.0187","0.0003","0.0001","0.0179","0.0003","0.0001","0.0001","0.0001","0.0169","0.0169","0.0171","0.0003"
"532-Portland OR-WA (WA Part)","531-Seattle WA","14-Metallic ores","1-Truck","0.0034","0.7046","0.0005","0.0033","0.6754","0.0005","0.0036","0.0035","0.0037","0.7365","0.7157","0.7533","0.0005"
"539-Rest of WA","539-Rest of WA","14-Metallic ores","1-Truck","0.0319","2.1999","0.0057","0.0306","2.1085","0.0055","0.0085","0.0083","0.0087","0.5892","0.5718","0.599","0.0015"
"540-West Virginia","011-Birmingham AL","15-Coal","1-Truck","12.4822","0.3178","7.1284","9.8716","0.2513","5.6376","7.668","7.6038","8.3914","0.1952","0.1936","0.2136","4.3791"
"540-West Virginia","011-Birmingham AL","15-Coal","2-Rail","169.5344","15.1764","123.3193","134.0772","12.0023","97.5278","104.1477","103.2754","113.9722","9.3231","9.245","10.2026","75.757"
"540-West Virginia","019-Rest of AL","15-Coal","1-Truck","0.8031","0.0143","0.4818","0.6351","0.0113","0.381","0.581","0.5762","0.6354","0.0104","0.0103","0.0113","0.3486"
"540-West Virginia","109-Rest of DE","15-Coal","2-Rail","0.0062","0.0016","0.0035","0.0049","0.0013","0.0028","0.0028","0.0028","0.003","0.0007","0.0007","0.0008","0.0016"
"540-West Virginia","172-St. Louis MO-IL (IL Part)","15-Coal","2-Rail","325.4637","29.3152","218.8734","257.3948","23.1841","173.0973","188.614","185.3736","207.2899","16.9889","16.697","18.6711","126.8423"
"540-West Virginia","179-Rest of IL","15-Coal","1-Truck","0.6121","0.0298","0.3482","0.4841","0.0236","0.2753","0.4071","0.4006","0.4474","0.0198","0.0195","0.0218","0.2316"
"540-West Virginia","181-Chicago IL-IN-WI (IN Part)","15-Coal","2-Rail","3873.2942","336.4362","2085.0482","3063.2169","266.0725","1648.9723","2335.8298","2322.8498","2550.5258","202.8913","201.7638","221.5399","1257.4097"
"540-West Virginia","211-Cincinnati OH-KY-IN (KY Part)","15-Coal","3-Water","1810.6818","74.7254","681.577","1431.9881","59.097","539.0291","932.8593","897.8773","1034.2114","38.4984","37.0547","42.6811","351.147"
"540-West Virginia","212-Louisville KY-IN (KY Part)","15-Coal","3-Water","116.7283","5.7505","61.7036","92.3153","4.5478","48.7987","66.4666","63.9772","73.6578","3.2744","3.1518","3.6287","35.1348"
"540-West Virginia","219-Rest of KY","14-Metallic ores","1-Truck","16.6983","5.3843","3.8967","16.0044","5.1606","3.7348","6.9064","6.6714","7.6505","2.2269","2.1512","2.4669","1.6117"
"540-West Virginia","219-Rest of KY","15-Coal","1-Truck","1.3046","0.0152","0.2415","1.0318","0.012","0.191","0.8637","0.8337","0.958","0.0101","0.0097","0.0112","0.1599"
